subscriber_key,score_date,churn_risk_score,churn_risk_band,upsell_propensity,cross_sell_propensity,predicted_clv,clv_segment,next_best_action,model_version,confidence_score
29590,2026-01-28,0.1084,Low,0.5404,0.3047,26567.04,High,5G Upgrade,v2.3.1,0.79
29591,2026-01-28,0.1782,Low,0.3149,0.473,7803.16,Medium,Referral Program,v2.3.1,0.78
29592,2026-01-28,0.2451,Low,0.1086,0.1923,1479.66,Low,Engagement Campaign,v2.3.1,0.92
29593,2026-01-28,0.1876,Low,0.3476,0.1558,1415.33,Low,App Promotion,v2.3.1,0.92
29594,2026-01-28,0.2576,Medium,0.2543,0.383,1991.84,Low,App Promotion,v2.3.1,0.72
29595,2026-01-28,0.02,Low,0.4446,0.3617,25780.69,High,Engagement Campaign,v2.3.1,0.75
29596,2026-01-28,0.02,Low,0.4227,0.4784,28226.02,High,App Promotion,v2.3.1,0.72
29597,2026-01-28,0.0267,Low,0.5482,0.3113,528.09,Low,Plan Upgrade,v2.3.1,0.85
29598,2026-01-28,0.2272,Low,0.3711,0.5748,2323.64,Medium,Engagement Campaign,v2.3.1,0.81
29599,2026-01-28,0.0564,Low,0.4356,0.1102,2851.03,Medium,App Promotion,v2.3.1,0.76
29600,2026-01-28,0.0711,Low,0.3904,0.2323,4746.39,Medium,App Promotion,v2.3.1,0.73
29601,2026-01-28,0.95,High,0.05,0.2743,1866.07,Low,Service Recovery,v2.3.1,0.89
29602,2026-01-28,0.1666,Low,0.2974,0.4561,19504.49,High,Referral Program,v2.3.1,0.71
29603,2026-01-28,0.02,Low,0.4516,0.4573,4513.71,Medium,App Promotion,v2.3.1,0.83
29604,2026-01-28,0.1332,Low,0.3927,0.3615,4141.52,Medium,Engagement Campaign,v2.3.1,0.9
29605,2026-01-28,0.02,Low,0.6165,0.1694,3914.33,Medium,Plan Upgrade,v2.3.1,0.9
29606,2026-01-28,0.02,Low,0.4686,0.5645,4097.73,Medium,Engagement Campaign,v2.3.1,0.76
29607,2026-01-28,0.02,Low,0.6135,0.4397,1204.26,Low,Plan Upgrade,v2.3.1,0.93
29608,2026-01-28,0.0846,Low,0.5388,0.4805,17170.62,High,Device Offer,v2.3.1,0.86
29609,2026-01-28,0.2175,Low,0.3523,0.5208,708.35,Low,Survey,v2.3.1,0.82
29610,2026-01-28,0.1153,Low,0.4189,0.2544,26099.17,High,Survey,v2.3.1,0.92
29611,2026-01-28,0.3848,Medium,0.1646,0.5792,546.89,Low,Survey,v2.3.1,0.94
29612,2026-01-28,0.0447,Low,0.6007,0.1027,1054.27,Low,Plan Upgrade,v2.3.1,0.8
29613,2026-01-28,0.02,Low,0.4081,0.1877,3469.48,Medium,Survey,v2.3.1,0.89
29614,2026-01-28,0.3528,Medium,0.1167,0.1051,14048.8,High,Referral Program,v2.3.1,0.9
29615,2026-01-28,0.0938,Low,0.4304,0.4927,3995.31,Medium,Engagement Campaign,v2.3.1,0.84
29616,2026-01-28,0.95,High,0.05,0.5622,2252.77,Medium,Retention Offer,v2.3.1,0.76
29617,2026-01-28,0.02,Low,0.3871,0.2667,14918.97,High,Referral Program,v2.3.1,0.95
29618,2026-01-28,0.079,Low,0.2928,0.5884,3609.44,Medium,Engagement Campaign,v2.3.1,0.84
29619,2026-01-28,0.2427,Low,0.1595,0.1438,3863.18,Medium,Engagement Campaign,v2.3.1,0.8
29620,2026-01-28,0.02,Low,0.4554,0.4706,835.98,Low,App Promotion,v2.3.1,0.92
29621,2026-01-28,0.0515,Low,0.558,0.4305,514.62,Low,Add-on Service,v2.3.1,0.8
29622,2026-01-28,0.0526,Low,0.3277,0.5577,2535.14,Medium,App Promotion,v2.3.1,0.93
29623,2026-01-28,0.2698,Medium,0.0879,0.2371,2801.36,Medium,Engagement Campaign,v2.3.1,0.83
29624,2026-01-28,0.1103,Low,0.5051,0.552,3812.57,Medium,Add-on Service,v2.3.1,0.74
29625,2026-01-28,0.3529,Medium,0.0515,0.5531,2509.69,Medium,Engagement Campaign,v2.3.1,0.92
29626,2026-01-28,0.1934,Low,0.2911,0.2306,3910.39,Medium,Referral Program,v2.3.1,0.85
29627,2026-01-28,0.2022,Low,0.4027,0.4522,6426.42,Medium,Referral Program,v2.3.1,0.7
29628,2026-01-28,0.02,Low,0.484,0.1898,25126.73,High,Engagement Campaign,v2.3.1,0.76
29629,2026-01-28,0.248,Low,0.1641,0.1788,4342.71,Medium,App Promotion,v2.3.1,0.9
29630,2026-01-28,0.0788,Low,0.3498,0.2423,2892.03,Medium,Engagement Campaign,v2.3.1,0.73
29631,2026-01-28,0.0902,Low,0.2706,0.1071,1503.47,Low,App Promotion,v2.3.1,0.84
29632,2026-01-28,0.1446,Low,0.2605,0.524,4158.57,Medium,Engagement Campaign,v2.3.1,0.91
29633,2026-01-28,0.1964,Low,0.2699,0.2236,12130.26,High,Survey,v2.3.1,0.82
29634,2026-01-28,0.0891,Low,0.3193,0.528,122231.28,High,Referral Program,v2.3.1,0.87
29635,2026-01-28,0.3503,Medium,0.1373,0.3591,4021.36,Medium,Engagement Campaign,v2.3.1,0.78
29636,2026-01-28,0.02,Low,0.4909,0.3916,23527.48,High,Engagement Campaign,v2.3.1,0.79
29637,2026-01-28,0.2311,Low,0.2543,0.1816,23644.54,High,Referral Program,v2.3.1,0.9
29638,2026-01-28,0.02,Low,0.4621,0.1933,3715.28,Medium,Engagement Campaign,v2.3.1,0.74
29639,2026-01-28,0.0901,Low,0.4194,0.4598,2999.52,Medium,App Promotion,v2.3.1,0.78
29640,2026-01-28,0.1524,Low,0.3383,0.36,3353.02,Medium,Engagement Campaign,v2.3.1,0.76
29641,2026-01-28,0.02,Low,0.5176,0.5981,6548.27,Medium,5G Upgrade,v2.3.1,0.78
29642,2026-01-28,0.3389,Medium,0.2662,0.1658,10485.64,High,Engagement Campaign,v2.3.1,0.93
29643,2026-01-28,0.02,Low,0.4231,0.2763,1191.47,Low,Engagement Campaign,v2.3.1,0.83
29644,2026-01-28,0.2043,Low,0.4456,0.2448,4388.47,Medium,App Promotion,v2.3.1,0.76
29645,2026-01-28,0.02,Low,0.5286,0.3499,4527.18,Medium,Plan Upgrade,v2.3.1,0.87
29646,2026-01-28,0.126,Low,0.3769,0.1261,3706.37,Medium,Referral Program,v2.3.1,0.88
29647,2026-01-28,0.2903,Medium,0.2536,0.5501,2347.5,Medium,Engagement Campaign,v2.3.1,0.82
29648,2026-01-28,0.95,High,0.05,0.1523,2385.03,Medium,Service Recovery,v2.3.1,0.93
29649,2026-01-28,0.1597,Low,0.3182,0.291,2612.43,Medium,Survey,v2.3.1,0.81
29650,2026-01-28,0.1794,Low,0.4151,0.2241,20786.69,High,App Promotion,v2.3.1,0.75
29651,2026-01-28,0.0628,Low,0.3101,0.1852,2609.55,Medium,Referral Program,v2.3.1,0.92
29652,2026-01-28,0.95,High,0.05,0.1265,2431.55,Medium,Retention Offer,v2.3.1,0.71
29653,2026-01-28,0.1267,Low,0.2947,0.1205,27389.91,High,Referral Program,v2.3.1,0.78
29654,2026-01-28,0.4549,Medium,0.05,0.3007,1065.94,Low,App Promotion,v2.3.1,0.86
29655,2026-01-28,0.0727,Low,0.4046,0.5115,2491.16,Medium,Survey,v2.3.1,0.86
29656,2026-01-28,0.02,Low,0.4495,0.1399,27399.26,High,Engagement Campaign,v2.3.1,0.78
29657,2026-01-28,0.2458,Low,0.1655,0.4071,1132.46,Low,Engagement Campaign,v2.3.1,0.76
29658,2026-01-28,0.3627,Medium,0.1372,0.3729,3275.05,Medium,Engagement Campaign,v2.3.1,0.88
29659,2026-01-28,0.0279,Low,0.5115,0.5787,2321.63,Medium,Plan Upgrade,v2.3.1,0.88
29660,2026-01-28,0.1721,Low,0.1944,0.5346,1137.38,Low,App Promotion,v2.3.1,0.74
29661,2026-01-28,0.02,Low,0.4606,0.3252,1122.78,Low,App Promotion,v2.3.1,0.71
29662,2026-01-28,0.02,Low,0.432,0.1546,2963.01,Medium,Referral Program,v2.3.1,0.86
29663,2026-01-28,0.0833,Low,0.4758,0.1582,3632.28,Medium,Engagement Campaign,v2.3.1,0.88
29664,2026-01-28,0.3448,Medium,0.05,0.484,3512.99,Medium,Engagement Campaign,v2.3.1,0.87
29665,2026-01-28,0.0662,Low,0.4699,0.2427,2621.38,Medium,Referral Program,v2.3.1,0.77
29666,2026-01-28,0.1662,Low,0.2349,0.3107,1305.79,Low,Survey,v2.3.1,0.92
29667,2026-01-28,0.2348,Low,0.244,0.4842,3595.56,Medium,Referral Program,v2.3.1,0.72
29668,2026-01-28,0.95,High,0.05,0.2249,1289.55,Low,Retention Offer,v2.3.1,0.89
29669,2026-01-28,0.02,Low,0.501,0.3595,3018.75,Medium,5G Upgrade,v2.3.1,0.72
29670,2026-01-28,0.0428,Low,0.5271,0.1209,769.72,Low,Device Offer,v2.3.1,0.78
29671,2026-01-28,0.95,High,0.05,0.1322,1678.82,Low,Loyalty Reward,v2.3.1,0.82
29672,2026-01-28,0.2363,Low,0.2117,0.3446,3990.89,Medium,Survey,v2.3.1,0.75
29673,2026-01-28,0.0662,Low,0.469,0.5813,19082.99,High,Survey,v2.3.1,0.75
29674,2026-01-28,0.1125,Low,0.3647,0.1661,4140.28,Medium,Referral Program,v2.3.1,0.84
29675,2026-01-28,0.2119,Low,0.184,0.2652,3622.01,Medium,Survey,v2.3.1,0.88
29676,2026-01-28,0.0938,Low,0.2978,0.3588,10284.79,High,Survey,v2.3.1,0.93
29677,2026-01-28,0.0855,Low,0.4955,0.2708,3453.32,Medium,Engagement Campaign,v2.3.1,0.88
29678,2026-01-28,0.0564,Low,0.4176,0.4153,2037.22,Medium,Referral Program,v2.3.1,0.76
29679,2026-01-28,0.2317,Low,0.3994,0.2695,24240.72,High,Referral Program,v2.3.1,0.71
29680,2026-01-28,0.0289,Low,0.477,0.2526,1896.62,Low,App Promotion,v2.3.1,0.88
29681,2026-01-28,0.2156,Low,0.3195,0.4361,3911.45,Medium,Referral Program,v2.3.1,0.72
29682,2026-01-28,0.1337,Low,0.4434,0.5275,12763.0,High,App Promotion,v2.3.1,0.84
29683,2026-01-28,0.0575,Low,0.5493,0.5062,4815.28,Medium,5G Upgrade,v2.3.1,0.85
29684,2026-01-28,0.1402,Low,0.4507,0.358,25627.16,High,Engagement Campaign,v2.3.1,0.73
29685,2026-01-28,0.1118,Low,0.305,0.4177,3587.25,Medium,Referral Program,v2.3.1,0.75
29686,2026-01-28,0.1522,Low,0.2075,0.5069,24618.22,High,App Promotion,v2.3.1,0.88
29687,2026-01-28,0.2306,Low,0.327,0.4857,2872.38,Medium,Engagement Campaign,v2.3.1,0.75
29688,2026-01-28,0.0696,Low,0.5056,0.2266,3227.82,Medium,Plan Upgrade,v2.3.1,0.86
29689,2026-01-28,0.365,Medium,0.0957,0.1186,1297.92,Low,Engagement Campaign,v2.3.1,0.79
29690,2026-01-28,0.2303,Low,0.2861,0.2819,23481.39,High,Survey,v2.3.1,0.72
29691,2026-01-28,0.3412,Medium,0.2889,0.2583,2016.29,Medium,Engagement Campaign,v2.3.1,0.71
29692,2026-01-28,0.2157,Low,0.3174,0.2567,2375.55,Medium,Referral Program,v2.3.1,0.93
29693,2026-01-28,0.0226,Low,0.5936,0.2438,2407.02,Medium,Add-on Service,v2.3.1,0.79
29694,2026-01-28,0.02,Low,0.3458,0.2118,2734.24,Medium,Engagement Campaign,v2.3.1,0.85
29695,2026-01-28,0.0758,Low,0.5637,0.2692,24487.37,High,Plan Upgrade,v2.3.1,0.72
29696,2026-01-28,0.02,Low,0.5357,0.2512,3387.93,Medium,5G Upgrade,v2.3.1,0.84
29697,2026-01-28,0.02,Low,0.3721,0.2355,28990.39,High,Engagement Campaign,v2.3.1,0.85
29698,2026-01-28,0.2014,Low,0.403,0.5194,1437.73,Low,Survey,v2.3.1,0.86
29699,2026-01-28,0.1613,Low,0.2375,0.1325,3779.65,Medium,App Promotion,v2.3.1,0.71
29700,2026-01-28,0.1081,Low,0.4004,0.1328,3064.15,Medium,App Promotion,v2.3.1,0.94
29701,2026-01-28,0.0225,Low,0.3594,0.3288,21910.12,High,Referral Program,v2.3.1,0.77
29702,2026-01-28,0.0675,Low,0.2862,0.1447,22398.86,High,Referral Program,v2.3.1,0.84
29703,2026-01-28,0.0423,Low,0.4259,0.5081,2265.24,Medium,Survey,v2.3.1,0.75
29704,2026-01-28,0.02,Low,0.4231,0.5166,2442.66,Medium,Survey,v2.3.1,0.78
29705,2026-01-28,0.0656,Low,0.5152,0.5585,1556.97,Low,Plan Upgrade,v2.3.1,0.73
29706,2026-01-28,0.02,Low,0.4771,0.233,3741.65,Medium,Engagement Campaign,v2.3.1,0.93
29707,2026-01-28,0.1716,Low,0.3067,0.5372,4309.58,Medium,App Promotion,v2.3.1,0.75
29708,2026-01-28,0.1567,Low,0.3885,0.5797,1362.49,Low,Referral Program,v2.3.1,0.72
29709,2026-01-28,0.95,High,0.05,0.3029,13421.53,High,Loyalty Reward,v2.3.1,0.92
29710,2026-01-28,0.1491,Low,0.3572,0.1733,2197.67,Medium,App Promotion,v2.3.1,0.73
29711,2026-01-28,0.0905,Low,0.3597,0.302,113147.86,High,Engagement Campaign,v2.3.1,0.91
29712,2026-01-28,0.2478,Low,0.2359,0.1426,4245.97,Medium,App Promotion,v2.3.1,0.71
29713,2026-01-28,0.1912,Low,0.4204,0.2426,1946.42,Low,Referral Program,v2.3.1,0.79
29714,2026-01-28,0.0783,Low,0.3942,0.2115,4085.71,Medium,Survey,v2.3.1,0.95
29715,2026-01-28,0.152,Low,0.3921,0.3062,4040.34,Medium,Engagement Campaign,v2.3.1,0.92
29716,2026-01-28,0.1275,Low,0.4692,0.1513,729.32,Low,App Promotion,v2.3.1,0.78
29717,2026-01-28,0.02,Low,0.5325,0.383,3848.93,Medium,5G Upgrade,v2.3.1,0.79
29718,2026-01-28,0.0928,Low,0.3378,0.4607,23459.28,High,App Promotion,v2.3.1,0.78
29719,2026-01-28,0.1953,Low,0.4035,0.246,1585.84,Low,App Promotion,v2.3.1,0.8
29720,2026-01-28,0.1394,Low,0.2982,0.4217,1731.03,Low,Survey,v2.3.1,0.8
29721,2026-01-28,0.1362,Low,0.4354,0.3176,11965.49,High,App Promotion,v2.3.1,0.83
29722,2026-01-28,0.0866,Low,0.5408,0.3187,11183.44,High,Add-on Service,v2.3.1,0.85
29723,2026-01-28,0.0549,Low,0.5048,0.1469,3152.86,Medium,Device Offer,v2.3.1,0.89
29724,2026-01-28,0.0913,Low,0.512,0.3022,24084.54,High,Add-on Service,v2.3.1,0.9
29725,2026-01-28,0.0285,Low,0.4626,0.4653,26338.73,High,Referral Program,v2.3.1,0.89
29726,2026-01-28,0.1046,Low,0.2503,0.2179,3670.97,Medium,Engagement Campaign,v2.3.1,0.91
29727,2026-01-28,0.95,High,0.05,0.4439,1133.4,Low,Personal Call,v2.3.1,0.87
29728,2026-01-28,0.2283,Low,0.4103,0.2263,654.79,Low,Survey,v2.3.1,0.86
29729,2026-01-28,0.0382,Low,0.5826,0.1571,16747.03,High,5G Upgrade,v2.3.1,0.82
29730,2026-01-28,0.1501,Low,0.3153,0.133,3829.99,Medium,Engagement Campaign,v2.3.1,0.83
29731,2026-01-28,0.1117,Low,0.3692,0.3842,27288.34,High,Survey,v2.3.1,0.8
29732,2026-01-28,0.1028,Low,0.4531,0.5923,16392.64,High,App Promotion,v2.3.1,0.76
29733,2026-01-28,0.1384,Low,0.3603,0.478,3839.1,Medium,Survey,v2.3.1,0.94
29734,2026-01-28,0.1363,Low,0.2644,0.3784,1634.97,Low,App Promotion,v2.3.1,0.83
29735,2026-01-28,0.1682,Low,0.2951,0.3332,8384.4,Medium,Referral Program,v2.3.1,0.82
29736,2026-01-28,0.371,Medium,0.0983,0.5115,473.17,Low,App Promotion,v2.3.1,0.74
29737,2026-01-28,0.2051,Low,0.3434,0.5647,3841.13,Medium,App Promotion,v2.3.1,0.72
29738,2026-01-28,0.1517,Low,0.2685,0.3831,2193.16,Medium,App Promotion,v2.3.1,0.81
29739,2026-01-28,0.1534,Low,0.3364,0.2381,4413.73,Medium,Engagement Campaign,v2.3.1,0.72
29740,2026-01-28,0.2526,Medium,0.2927,0.1859,1198.6,Low,Survey,v2.3.1,0.95
29741,2026-01-28,0.1869,Low,0.3652,0.1214,2832.4,Medium,App Promotion,v2.3.1,0.87
29742,2026-01-28,0.0235,Low,0.536,0.416,3200.5,Medium,5G Upgrade,v2.3.1,0.85
29743,2026-01-28,0.1717,Low,0.2609,0.2639,2546.35,Medium,App Promotion,v2.3.1,0.89
29744,2026-01-28,0.2363,Low,0.4,0.2208,3978.3,Medium,Referral Program,v2.3.1,0.72
29745,2026-01-28,0.1021,Low,0.3341,0.4318,967.87,Low,App Promotion,v2.3.1,0.78
29746,2026-01-28,0.3722,Medium,0.2729,0.2868,967.49,Low,Survey,v2.3.1,0.78
29747,2026-01-28,0.0789,Low,0.2894,0.4517,3639.49,Medium,App Promotion,v2.3.1,0.91
29748,2026-01-28,0.0414,Low,0.3217,0.5462,2597.59,Medium,App Promotion,v2.3.1,0.77
29749,2026-01-28,0.0528,Low,0.5494,0.5622,4526.25,Medium,Plan Upgrade,v2.3.1,0.79
29750,2026-01-28,0.95,High,0.05,0.3493,2281.33,Medium,Retention Offer,v2.3.1,0.94
29751,2026-01-28,0.2229,Low,0.2928,0.5172,2038.13,Medium,Engagement Campaign,v2.3.1,0.74
29752,2026-01-28,0.1567,Low,0.243,0.3694,4197.12,Medium,Referral Program,v2.3.1,0.93
29753,2026-01-28,0.02,Low,0.4596,0.34,1410.3,Low,Engagement Campaign,v2.3.1,0.92
29754,2026-01-28,0.1138,Low,0.3749,0.137,3932.82,Medium,Engagement Campaign,v2.3.1,0.94
29755,2026-01-28,0.174,Low,0.2307,0.5951,2679.79,Medium,Engagement Campaign,v2.3.1,0.8
29756,2026-01-28,0.2113,Low,0.1596,0.383,4012.43,Medium,Survey,v2.3.1,0.85
29757,2026-01-28,0.1662,Low,0.4283,0.3049,86870.81,High,Survey,v2.3.1,0.81
29758,2026-01-28,0.1786,Low,0.1972,0.107,4551.63,Medium,Referral Program,v2.3.1,0.92
29759,2026-01-28,0.1945,Low,0.3101,0.4622,19444.95,High,Referral Program,v2.3.1,0.8
29760,2026-01-28,0.0491,Low,0.4562,0.4783,801.69,Low,Engagement Campaign,v2.3.1,0.76
29761,2026-01-28,0.1731,Low,0.3512,0.553,3727.35,Medium,Engagement Campaign,v2.3.1,0.75
29762,2026-01-28,0.02,Low,0.3832,0.5128,19613.23,High,App Promotion,v2.3.1,0.77
29763,2026-01-28,0.1222,Low,0.3627,0.4334,2770.85,Medium,Referral Program,v2.3.1,0.93
29764,2026-01-28,0.0698,Low,0.3767,0.2581,2097.02,Medium,Survey,v2.3.1,0.82
29765,2026-01-28,0.1403,Low,0.3511,0.1002,4050.17,Medium,Referral Program,v2.3.1,0.7
29766,2026-01-28,0.0493,Low,0.3559,0.3994,2751.19,Medium,App Promotion,v2.3.1,0.93
29767,2026-01-28,0.299,Medium,0.1322,0.4199,2709.32,Medium,Survey,v2.3.1,0.87
29768,2026-01-28,0.95,High,0.05,0.298,2393.85,Medium,Service Recovery,v2.3.1,0.89
29769,2026-01-28,0.0726,Low,0.2976,0.3377,1532.93,Low,Referral Program,v2.3.1,0.87
29770,2026-01-28,0.02,Low,0.6211,0.2251,1450.29,Low,5G Upgrade,v2.3.1,0.7
29771,2026-01-28,0.2192,Low,0.1998,0.4412,8675.9,Medium,Referral Program,v2.3.1,0.75
29772,2026-01-28,0.0927,Low,0.5353,0.5699,4204.62,Medium,Plan Upgrade,v2.3.1,0.74
29773,2026-01-28,0.1516,Low,0.4159,0.1883,3429.23,Medium,Referral Program,v2.3.1,0.85
29774,2026-01-28,0.1924,Low,0.1974,0.5528,1263.89,Low,Referral Program,v2.3.1,0.95
29775,2026-01-28,0.1105,Low,0.513,0.3629,11123.41,High,Plan Upgrade,v2.3.1,0.82
29776,2026-01-28,0.02,Low,0.542,0.1591,1783.46,Low,Add-on Service,v2.3.1,0.82
29777,2026-01-28,0.11,Low,0.4625,0.4574,2711.51,Medium,App Promotion,v2.3.1,0.8
29778,2026-01-28,0.2239,Low,0.2637,0.3077,4212.96,Medium,Referral Program,v2.3.1,0.81
29779,2026-01-28,0.95,High,0.05,0.2814,1541.51,Low,Loyalty Reward,v2.3.1,0.81
29780,2026-01-28,0.02,Low,0.4904,0.154,168352.14,High,Referral Program,v2.3.1,0.93
29781,2026-01-28,0.1901,Low,0.292,0.2109,1470.13,Low,Survey,v2.3.1,0.91
29782,2026-01-28,0.0805,Low,0.5503,0.2476,16064.37,High,Plan Upgrade,v2.3.1,0.85
29783,2026-01-28,0.0493,Low,0.3466,0.4639,20107.77,High,App Promotion,v2.3.1,0.82
29784,2026-01-28,0.0276,Low,0.3717,0.3629,2884.56,Medium,Survey,v2.3.1,0.85
29785,2026-01-28,0.0837,Low,0.3391,0.5942,25859.1,High,Survey,v2.3.1,0.87
29786,2026-01-28,0.0606,Low,0.3102,0.4617,4293.64,Medium,App Promotion,v2.3.1,0.71
29787,2026-01-28,0.1682,Low,0.2224,0.2298,5631.33,Medium,Engagement Campaign,v2.3.1,0.72
29788,2026-01-28,0.1937,Low,0.2234,0.1028,3687.47,Medium,Referral Program,v2.3.1,0.76
29789,2026-01-28,0.0595,Low,0.4329,0.1641,20225.81,High,Engagement Campaign,v2.3.1,0.79
29790,2026-01-28,0.087,Low,0.2737,0.3643,1561.41,Low,Referral Program,v2.3.1,0.93
29791,2026-01-28,0.02,Low,0.5259,0.1406,3217.67,Medium,Device Offer,v2.3.1,0.85
29792,2026-01-28,0.2363,Low,0.4119,0.4463,2368.1,Medium,Engagement Campaign,v2.3.1,0.86
29793,2026-01-28,0.2137,Low,0.411,0.4014,2039.41,Medium,Engagement Campaign,v2.3.1,0.9
29794,2026-01-28,0.0638,Low,0.3055,0.46,871.84,Low,Referral Program,v2.3.1,0.81
29795,2026-01-28,0.1486,Low,0.4248,0.1471,1913.91,Low,App Promotion,v2.3.1,0.94
29796,2026-01-28,0.1192,Low,0.4262,0.183,1427.24,Low,App Promotion,v2.3.1,0.9
29797,2026-01-28,0.0694,Low,0.3563,0.541,3782.22,Medium,Engagement Campaign,v2.3.1,0.92
29798,2026-01-28,0.0606,Low,0.4751,0.3499,7730.89,Medium,Survey,v2.3.1,0.88
29799,2026-01-28,0.1135,Low,0.4079,0.4338,2340.89,Medium,App Promotion,v2.3.1,0.92
29800,2026-01-28,0.141,Low,0.2744,0.3071,11749.17,High,Engagement Campaign,v2.3.1,0.71
29801,2026-01-28,0.02,Low,0.4979,0.3496,98117.11,High,App Promotion,v2.3.1,0.81
29802,2026-01-28,0.2022,Low,0.4037,0.27,1503.18,Low,Referral Program,v2.3.1,0.91
29803,2026-01-28,0.1041,Low,0.2728,0.58,185514.51,High,Referral Program,v2.3.1,0.9
29804,2026-01-28,0.1924,Low,0.3072,0.2704,2210.36,Medium,App Promotion,v2.3.1,0.86
29805,2026-01-28,0.02,Low,0.5947,0.1477,16475.92,High,5G Upgrade,v2.3.1,0.84
29806,2026-01-28,0.1174,Low,0.2871,0.4207,2753.01,Medium,App Promotion,v2.3.1,0.84
29807,2026-01-28,0.1136,Low,0.3639,0.2597,24201.41,High,Engagement Campaign,v2.3.1,0.83
29808,2026-01-28,0.02,Low,0.4979,0.4317,8114.84,Medium,App Promotion,v2.3.1,0.88
29809,2026-01-28,0.2116,Low,0.35,0.2792,2481.05,Medium,Referral Program,v2.3.1,0.93
29810,2026-01-28,0.1166,Low,0.3232,0.3495,1074.37,Low,Referral Program,v2.3.1,0.84
29811,2026-01-28,0.4018,Medium,0.0623,0.521,3497.18,Medium,Engagement Campaign,v2.3.1,0.78
29812,2026-01-28,0.02,Low,0.5989,0.3808,3070.91,Medium,5G Upgrade,v2.3.1,0.71
29813,2026-01-28,0.3028,Medium,0.1065,0.139,812.87,Low,App Promotion,v2.3.1,0.9
29814,2026-01-28,0.02,Low,0.5079,0.5793,4803.38,Medium,5G Upgrade,v2.3.1,0.78
29815,2026-01-28,0.1078,Low,0.52,0.5704,2662.48,Medium,Plan Upgrade,v2.3.1,0.94
29816,2026-01-28,0.1018,Low,0.4562,0.477,4587.66,Medium,Survey,v2.3.1,0.84
29817,2026-01-28,0.1646,Low,0.2019,0.5601,1388.8,Low,App Promotion,v2.3.1,0.78
29818,2026-01-28,0.3159,Medium,0.3301,0.2197,1764.68,Low,Referral Program,v2.3.1,0.86
29819,2026-01-28,0.1502,Low,0.3847,0.5572,3305.13,Medium,Referral Program,v2.3.1,0.89
29820,2026-01-28,0.1072,Low,0.5007,0.2933,1748.54,Low,5G Upgrade,v2.3.1,0.86
29821,2026-01-28,0.95,High,0.05,0.2703,2549.38,Medium,Personal Call,v2.3.1,0.84
29822,2026-01-28,0.0553,Low,0.5883,0.1297,5835.03,Medium,Plan Upgrade,v2.3.1,0.93
29823,2026-01-28,0.95,High,0.05,0.2233,1407.81,Low,Loyalty Reward,v2.3.1,0.87
29824,2026-01-28,0.0254,Low,0.5247,0.5069,1936.03,Low,5G Upgrade,v2.3.1,0.72
29825,2026-01-28,0.3532,Medium,0.05,0.4206,2367.88,Medium,App Promotion,v2.3.1,0.82
29826,2026-01-28,0.02,Low,0.5518,0.3608,10154.62,High,Add-on Service,v2.3.1,0.79
29827,2026-01-28,0.1827,Low,0.3254,0.372,4352.72,Medium,App Promotion,v2.3.1,0.94
29828,2026-01-28,0.02,Low,0.622,0.5896,119324.28,High,Plan Upgrade,v2.3.1,0.81
29829,2026-01-28,0.1583,Low,0.4881,0.1371,1062.01,Low,Survey,v2.3.1,0.85
29830,2026-01-28,0.02,Low,0.3505,0.5202,55728.77,High,Engagement Campaign,v2.3.1,0.71
29831,2026-01-28,0.474,Medium,0.0776,0.4213,1521.83,Low,Referral Program,v2.3.1,0.75
29832,2026-01-28,0.0686,Low,0.548,0.4398,21649.03,High,5G Upgrade,v2.3.1,0.82
29833,2026-01-28,0.02,Low,0.4555,0.5982,24664.0,High,Referral Program,v2.3.1,0.87
29834,2026-01-28,0.0875,Low,0.3259,0.4026,3391.19,Medium,Referral Program,v2.3.1,0.79
29835,2026-01-28,0.1027,Low,0.5227,0.2779,3932.69,Medium,Add-on Service,v2.3.1,0.7
29836,2026-01-28,0.1608,Low,0.4507,0.5032,3209.79,Medium,Engagement Campaign,v2.3.1,0.75
29837,2026-01-28,0.0748,Low,0.3599,0.1299,16228.33,High,Referral Program,v2.3.1,0.84
29838,2026-01-28,0.3705,Medium,0.05,0.1525,11979.35,High,Referral Program,v2.3.1,0.72
29839,2026-01-28,0.0934,Low,0.3035,0.235,3673.32,Medium,Survey,v2.3.1,0.9
29840,2026-01-28,0.0514,Low,0.5871,0.31,1833.25,Low,5G Upgrade,v2.3.1,0.74
29841,2026-01-28,0.02,Low,0.4301,0.5708,2761.28,Medium,Referral Program,v2.3.1,0.78
29842,2026-01-28,0.0816,Low,0.4473,0.2726,2496.03,Medium,Engagement Campaign,v2.3.1,0.92
29843,2026-01-28,0.95,High,0.05,0.5998,913.89,Low,Loyalty Reward,v2.3.1,0.95
29844,2026-01-28,0.0401,Low,0.4969,0.4602,2444.76,Medium,Engagement Campaign,v2.3.1,0.83
29845,2026-01-28,0.0455,Low,0.3904,0.1396,7854.68,Medium,Survey,v2.3.1,0.71
29846,2026-01-28,0.025,Low,0.401,0.5092,1401.09,Low,Engagement Campaign,v2.3.1,0.75
29847,2026-01-28,0.3252,Medium,0.0529,0.5068,1714.46,Low,Engagement Campaign,v2.3.1,0.86
29848,2026-01-28,0.0689,Low,0.3134,0.4643,25024.23,High,Referral Program,v2.3.1,0.93
29849,2026-01-28,0.3011,Medium,0.3077,0.1589,1189.33,Low,Referral Program,v2.3.1,0.79
