equipment_id,site_id,equipment_type,equipment_name,vendor,model,serial_number,technology,frequency_band,power_watts,status,install_date,firmware_version
4346,442,RRU,RRU-PRE-MAC-0442-A,Ericsson,Ericsson Radio 2219,SN579264693,4G,,189,Active,2024-08-22,v22.6.83
4347,442,Antenna,ANT-PRE-MAC-0442-A,Ericsson,Ericsson AIR 6488,SN988396112,4G,,0,Active,2024-08-22,
4348,442,eNodeB,eNB-PRE-MAC-0442-B,Ericsson,Ericsson RBS 6301,SN827079108,4G LTE,B1,44,Active,2024-08-22,v20.9.93
4349,442,RRU,RRU-PRE-MAC-0442-B,Ericsson,Ericsson Radio 4478,SN994030464,4G,,173,Active,2024-08-22,v21.4.74
4350,442,Antenna,ANT-PRE-MAC-0442-B,Ericsson,Ericsson Antenna 8843,SN770317828,4G,,0,Active,2024-08-22,
4351,442,eNodeB,eNB-PRE-MAC-0442-C,Ericsson,Ericsson Radio 4415,SN439005882,4G LTE,B20,35,Active,2024-08-22,v22.2.13
4352,442,RRU,RRU-PRE-MAC-0442-C,Ericsson,Ericsson Radio 4478,SN233400417,4G,,114,Active,2024-08-22,v20.8.52
4353,442,Antenna,ANT-PRE-MAC-0442-C,Ericsson,Ericsson Antenna 8843,SN548296799,4G,,0,Active,2024-08-22,
4354,443,BBU,BBU-PRE-MAC-0443,Ericsson,Ericsson Baseband 6648,SN654892299,4G/5G,,248,Active,2021-01-13,v22.9.68
4355,443,gNodeB,gNB-PRE-MAC-0443-A,Ericsson,Ericsson AIR 6449,SN564574335,5G NR,n78,44,Active,2021-01-13,v23.3.80
4356,443,eNodeB,eNB-PRE-MAC-0443-A,Ericsson,Ericsson Radio 4415,SN536349655,4G LTE,B1,57,Active,2021-01-13,v17.1.52
4357,443,RRU,RRU-PRE-MAC-0443-A,Ericsson,Ericsson Radio 2219,SN990229175,4G/5G,,112,Active,2021-01-13,v19.9.59
4358,443,Antenna,ANT-PRE-MAC-0443-A,Ericsson,Ericsson Antenna 8843,SN994215458,4G/5G,,0,Active,2021-01-13,
4359,443,gNodeB,gNB-PRE-MAC-0443-B,Ericsson,Ericsson AIR 3246,SN978295149,5G NR,n258,51,Active,2021-01-13,v23.1.53
4360,443,eNodeB,eNB-PRE-MAC-0443-B,Ericsson,Ericsson Radio 4415,SN753696627,4G LTE,B1,43,Active,2021-01-13,v17.7.71
4361,443,RRU,RRU-PRE-MAC-0443-B,Ericsson,Ericsson Radio 2219,SN195219382,4G/5G,,173,Active,2021-01-13,v24.3.67
4362,443,Antenna,ANT-PRE-MAC-0443-B,Ericsson,Ericsson AIR 6488,SN520867993,4G/5G,,0,Active,2021-01-13,
4363,443,gNodeB,gNB-PRE-MAC-0443-C,Ericsson,Ericsson AIR 6419,SN222222579,5G NR,n78,53,Active,2021-01-13,v20.7.9
4364,443,eNodeB,eNB-PRE-MAC-0443-C,Ericsson,Ericsson RBS 6301,SN473725524,4G LTE,B7,36,Active,2021-01-13,v22.2.14
4365,443,RRU,RRU-PRE-MAC-0443-C,Ericsson,Ericsson Radio 4478,SN338159583,4G/5G,,188,Active,2021-01-13,v19.6.15
4366,443,Antenna,ANT-PRE-MAC-0443-C,Ericsson,Ericsson AIR 6488,SN182551138,4G/5G,,0,Active,2021-01-13,
4367,443,gNodeB,gNB-PRE-MAC-0443-D,Ericsson,Ericsson Radio 4422,SN665736748,5G NR,n1,61,Active,2021-01-13,v22.9.4
4368,443,eNodeB,eNB-PRE-MAC-0443-D,Ericsson,Ericsson RBS 6601,SN840073450,4G LTE,B1,49,Active,2021-01-13,v22.0.31
4369,443,RRU,RRU-PRE-MAC-0443-D,Ericsson,Ericsson Radio 4478,SN822150841,4G/5G,,120,Active,2021-01-13,v22.5.95
4370,443,Antenna,ANT-PRE-MAC-0443-D,Ericsson,Ericsson Antenna 8843,SN498971883,4G/5G,,0,Active,2021-01-13,
4371,443,gNodeB,gNB-PRE-MAC-0443-E,Ericsson,Ericsson AIR 3246,SN341492542,5G NR,n1,61,Active,2021-01-13,v23.3.87
4372,443,eNodeB,eNB-PRE-MAC-0443-E,Ericsson,Ericsson Radio 4415,SN264442052,4G LTE,B20,45,Active,2021-01-13,v22.4.93
4373,443,RRU,RRU-PRE-MAC-0443-E,Ericsson,Ericsson Radio 2219,SN748278756,4G/5G,,180,Active,2021-01-13,v19.2.41
4374,443,Antenna,ANT-PRE-MAC-0443-E,Ericsson,Ericsson Antenna 8843,SN213646329,4G/5G,,0,Active,2021-01-13,
4375,443,gNodeB,gNB-PRE-MAC-0443-F,Ericsson,Ericsson Radio 4422,SN174882591,5G NR,n28,78,Active,2021-01-13,v21.5.71
4376,443,eNodeB,eNB-PRE-MAC-0443-F,Ericsson,Ericsson RBS 6601,SN993429894,4G LTE,B1,45,Active,2021-01-13,v22.6.22
4377,443,RRU,RRU-PRE-MAC-0443-F,Ericsson,Ericsson Radio 2219,SN979287700,4G/5G,,190,Active,2021-01-13,v19.3.51
4378,443,Antenna,ANT-PRE-MAC-0443-F,Ericsson,Ericsson AIR 6488,SN230474972,4G/5G,,0,Active,2021-01-13,
4379,444,BBU,BBU-PRE-ROO-0444,Nokia,Nokia Cloud RAN,SN350472797,5G,,492,Active,2020-04-16,v22.4.45
4380,444,gNodeB,gNB-PRE-ROO-0444-A,Nokia,Nokia AEQC,SN985637936,5G NR,n78,53,Active,2020-04-16,v24.4.40
4381,444,RRU,RRU-PRE-ROO-0444-A,Nokia,Nokia AHFIB,SN200734184,5G,,140,Active,2020-04-16,v21.3.99
4382,444,Antenna,ANT-PRE-ROO-0444-A,Nokia,Nokia AirScale Antenna,SN747582010,5G,,0,Active,2020-04-16,
4383,445,BBU,BBU-PRE-MAC-0445,Nokia,Nokia AirScale Baseband,SN109316811,5G,,440,Active,2023-07-25,v22.6.66
4384,445,gNodeB,gNB-PRE-MAC-0445-A,Nokia,Nokia AWHQA,SN932332520,5G NR,n28,79,Active,2023-07-25,v20.9.54
4385,445,RRU,RRU-PRE-MAC-0445-A,Nokia,Nokia AHHF,SN489083732,5G,,200,Active,2023-07-25,v22.8.59
4386,445,Antenna,ANT-PRE-MAC-0445-A,Nokia,Nokia AirScale Antenna,SN776068391,5G,,0,Active,2023-07-25,
4387,445,gNodeB,gNB-PRE-MAC-0445-B,Nokia,Nokia AEQC,SN703875995,5G NR,n78,79,Active,2023-07-25,v24.2.89
4388,445,RRU,RRU-PRE-MAC-0445-B,Nokia,Nokia AHFIB,SN594890024,5G,,161,Active,2023-07-25,v23.3.42
4389,445,Antenna,ANT-PRE-MAC-0445-B,Nokia,Nokia AirScale Antenna,SN549400734,5G,,0,Active,2023-07-25,
4390,445,gNodeB,gNB-PRE-MAC-0445-C,Nokia,Nokia AEQC,SN169118818,5G NR,n1,44,Active,2023-07-25,v21.3.79
4391,445,RRU,RRU-PRE-MAC-0445-C,Nokia,Nokia AHHF,SN306275970,5G,,154,Active,2023-07-25,v21.0.61
4392,445,Antenna,ANT-PRE-MAC-0445-C,Nokia,Nokia AirScale Antenna,SN229948401,5G,,0,Active,2023-07-25,
4393,446,BBU,BBU-PRE-RUR-0446,Samsung,Samsung vRAN,SN805300551,4G,,315,Active,2016-11-16,v23.4.1
4394,446,eNodeB,eNB-PRE-RUR-0446-A,Samsung,Samsung LTE Access Unit,SN242382588,4G LTE,B1,50,Active,2016-11-16,v17.2.94
4395,446,RRU,RRU-PRE-RUR-0446-A,Samsung,Samsung Mid-Band Radio,SN200993598,4G,,188,Active,2016-11-16,v22.8.92
4396,446,Antenna,ANT-PRE-RUR-0446-A,Samsung,Samsung Massive MIMO,SN970545205,4G,,0,Active,2016-11-16,
4397,446,eNodeB,eNB-PRE-RUR-0446-B,Samsung,Samsung LTE Access Unit,SN823389904,4G LTE,B7,59,Active,2016-11-16,v17.2.93
4398,446,RRU,RRU-PRE-RUR-0446-B,Samsung,Samsung 5G mmWave,SN565874575,4G,,140,Active,2016-11-16,v20.0.12
4399,446,Antenna,ANT-PRE-RUR-0446-B,Samsung,Samsung Massive MIMO,SN796658202,4G,,0,Active,2016-11-16,
4400,446,eNodeB,eNB-PRE-RUR-0446-C,Samsung,Samsung eNodeB,SN388251879,4G LTE,B1,35,Active,2016-11-16,v18.8.34
4401,446,RRU,RRU-PRE-RUR-0446-C,Samsung,Samsung 5G mmWave,SN818764984,4G,,185,Active,2016-11-16,v18.2.88
4402,446,Antenna,ANT-PRE-RUR-0446-C,Samsung,Samsung 8T8R Antenna,SN362691719,4G,,0,Active,2016-11-16,
4403,447,BBU,BBU-PRE-MAC-0447,Ericsson,Ericsson Baseband 6648,SN107862868,5G,,357,Active,2022-02-18,v21.6.44
4404,447,gNodeB,gNB-PRE-MAC-0447-A,Ericsson,Ericsson AIR 6449,SN817589884,5G NR,n78,72,Active,2022-02-18,v23.1.43
4405,447,RRU,RRU-PRE-MAC-0447-A,Ericsson,Ericsson Radio 4478,SN394167073,5G,,101,Active,2022-02-18,v22.9.36
4406,447,Antenna,ANT-PRE-MAC-0447-A,Ericsson,Ericsson AIR 6488,SN431710315,5G,,0,Active,2022-02-18,
4407,447,gNodeB,gNB-PRE-MAC-0447-B,Ericsson,Ericsson Radio 4422,SN306593840,5G NR,n28,79,Active,2022-02-18,v24.9.90
4408,447,RRU,RRU-PRE-MAC-0447-B,Ericsson,Ericsson Radio 2219,SN306717213,5G,,159,Active,2022-02-18,v18.5.39
4409,447,Antenna,ANT-PRE-MAC-0447-B,Ericsson,Ericsson AIR 6488,SN422210519,5G,,0,Active,2022-02-18,
4410,447,gNodeB,gNB-PRE-MAC-0447-C,Ericsson,Ericsson AIR 3246,SN834844423,5G NR,n78,80,Active,2022-02-18,v24.0.65
4411,447,RRU,RRU-PRE-MAC-0447-C,Ericsson,Ericsson Radio 2219,SN513974177,5G,,109,Active,2022-02-18,v23.1.3
4412,447,Antenna,ANT-PRE-MAC-0447-C,Ericsson,Ericsson AIR 6488,SN441778521,5G,,0,Active,2022-02-18,
4413,448,BBU,BBU-PRE-SMA-0448,Ericsson,Ericsson Baseband 6648,SN443087332,4G,,336,Maintenance,2022-04-01,v19.9.75
4414,448,eNodeB,eNB-PRE-SMA-0448-A,Ericsson,Ericsson RBS 6601,SN780938413,4G LTE,B20,60,Maintenance,2022-04-01,v17.3.61
4415,448,RRU,RRU-PRE-SMA-0448-A,Ericsson,Ericsson Radio 4478,SN863564642,4G,,148,Maintenance,2022-04-01,v21.9.84
4416,448,Antenna,ANT-PRE-SMA-0448-A,Ericsson,Ericsson Antenna 8843,SN744189671,4G,,0,Maintenance,2022-04-01,
4417,448,eNodeB,eNB-PRE-SMA-0448-B,Ericsson,Ericsson RBS 6601,SN711868984,4G LTE,B3,41,Maintenance,2022-04-01,v17.3.68
4418,448,RRU,RRU-PRE-SMA-0448-B,Ericsson,Ericsson Radio 4478,SN200148466,4G,,172,Maintenance,2022-04-01,v20.1.8
4419,448,Antenna,ANT-PRE-SMA-0448-B,Ericsson,Ericsson AIR 6488,SN753726009,4G,,0,Maintenance,2022-04-01,
4420,449,BBU,BBU-MIL-SMA-0449,Ericsson,Ericsson Baseband 6630,SN997406198,5G,,318,Active,2023-12-29,v24.4.16
4421,449,gNodeB,gNB-MIL-SMA-0449-A,Ericsson,Ericsson AIR 3246,SN415740351,5G NR,n77,40,Active,2023-12-29,v23.6.86
4422,449,RRU,RRU-MIL-SMA-0449-A,Ericsson,Ericsson Radio 2219,SN650171664,5G,,195,Active,2023-12-29,v19.4.52
4423,449,Antenna,ANT-MIL-SMA-0449-A,Ericsson,Ericsson AIR 6488,SN316436018,5G,,0,Active,2023-12-29,
4424,449,gNodeB,gNB-MIL-SMA-0449-B,Ericsson,Ericsson AIR 3246,SN678529899,5G NR,n1,78,Active,2023-12-29,v21.3.32
4425,449,RRU,RRU-MIL-SMA-0449-B,Ericsson,Ericsson Radio 2219,SN607493145,5G,,147,Active,2023-12-29,v18.8.48
4426,449,Antenna,ANT-MIL-SMA-0449-B,Ericsson,Ericsson Antenna 8843,SN757445727,5G,,0,Active,2023-12-29,
4427,449,gNodeB,gNB-MIL-SMA-0449-C,Ericsson,Ericsson AIR 3246,SN645171305,5G NR,n78,67,Active,2023-12-29,v22.4.22
4428,449,RRU,RRU-MIL-SMA-0449-C,Ericsson,Ericsson Radio 4478,SN367457666,5G,,193,Active,2023-12-29,v22.2.49
4429,449,Antenna,ANT-MIL-SMA-0449-C,Ericsson,Ericsson AIR 6488,SN695373815,5G,,0,Active,2023-12-29,
4430,450,BBU,BBU-MIL-MAC-0450,Huawei,Huawei BBU3910,SN468857602,4G/5G,,210,Active,2021-02-23,v21.4.26
4431,450,gNodeB,gNB-MIL-MAC-0450-A,Huawei,Huawei AAU5239,SN720212314,5G NR,n78,62,Active,2021-02-23,v21.8.81
4432,450,eNodeB,eNB-MIL-MAC-0450-A,Huawei,Huawei DBS3900,SN614971107,4G LTE,B1,56,Active,2021-02-23,v21.0.31
4433,450,RRU,RRU-MIL-MAC-0450-A,Huawei,Huawei RRU3971,SN966153808,4G/5G,,177,Active,2021-02-23,v24.6.36
4434,450,Antenna,ANT-MIL-MAC-0450-A,Huawei,Huawei APUS13M,SN324980353,4G/5G,,0,Active,2021-02-23,
4435,450,gNodeB,gNB-MIL-MAC-0450-B,Huawei,Huawei AAU5239,SN203214645,5G NR,n1,70,Active,2021-02-23,v23.5.5
4436,450,eNodeB,eNB-MIL-MAC-0450-B,Huawei,Huawei DBS3900,SN233789095,4G LTE,B7,55,Active,2021-02-23,v20.8.25
4437,450,RRU,RRU-MIL-MAC-0450-B,Huawei,Huawei RRU5301,SN140410901,4G/5G,,197,Active,2021-02-23,v22.9.43
4438,450,Antenna,ANT-MIL-MAC-0450-B,Huawei,Huawei APUS13M,SN246430725,4G/5G,,0,Active,2021-02-23,
4439,450,gNodeB,gNB-MIL-MAC-0450-C,Huawei,Huawei AAU5611,SN588906086,5G NR,n1,53,Active,2021-02-23,v22.4.94
4440,450,eNodeB,eNB-MIL-MAC-0450-C,Huawei,Huawei DBS3900,SN654421010,4G LTE,B7,60,Active,2021-02-23,v19.6.57
4441,450,RRU,RRU-MIL-MAC-0450-C,Huawei,Huawei RRU3971,SN590684068,4G/5G,,102,Active,2021-02-23,v21.1.58
4442,450,Antenna,ANT-MIL-MAC-0450-C,Huawei,Huawei AAU3940,SN565177461,4G/5G,,0,Active,2021-02-23,
4443,451,BBU,BBU-MIL-SMA-0451,Nokia,Nokia AirScale Baseband,SN191271843,4G,,333,Active,2020-08-11,v22.7.10
4444,451,eNodeB,eNB-MIL-SMA-0451-A,Nokia,Nokia Flexi Multiradio 10,SN914666750,4G LTE,B20,36,Active,2020-08-11,v22.8.33
4445,451,RRU,RRU-MIL-SMA-0451-A,Nokia,Nokia AHHF,SN210197081,4G,,143,Active,2020-08-11,v21.7.45
4446,451,Antenna,ANT-MIL-SMA-0451-A,Nokia,Nokia MIMO Antenna 8T8R,SN564001547,4G,,0,Active,2020-08-11,
4447,452,BBU,BBU-MIL-ROO-0452,Ericsson,Ericsson Baseband 6648,SN100055317,4G/5G,,373,Active,2024-12-22,v18.8.93
4448,452,gNodeB,gNB-MIL-ROO-0452-A,Ericsson,Ericsson Radio 4422,SN836828463,5G NR,n78,46,Active,2024-12-22,v23.7.84
4449,452,eNodeB,eNB-MIL-ROO-0452-A,Ericsson,Ericsson RBS 6301,SN704489928,4G LTE,B1,58,Active,2024-12-22,v21.2.26
4450,452,RRU,RRU-MIL-ROO-0452-A,Ericsson,Ericsson Radio 4478,SN845492775,4G/5G,,126,Active,2024-12-22,v20.9.81
4451,452,Antenna,ANT-MIL-ROO-0452-A,Ericsson,Ericsson Antenna 8843,SN717920888,4G/5G,,0,Active,2024-12-22,
4452,452,gNodeB,gNB-MIL-ROO-0452-B,Ericsson,Ericsson AIR 3246,SN398756682,5G NR,n78,60,Active,2024-12-22,v20.5.52
4453,452,eNodeB,eNB-MIL-ROO-0452-B,Ericsson,Ericsson RBS 6301,SN620198442,4G LTE,B3,40,Active,2024-12-22,v18.0.17
4454,452,RRU,RRU-MIL-ROO-0452-B,Ericsson,Ericsson Radio 4478,SN291069859,4G/5G,,171,Active,2024-12-22,v21.1.60
4455,452,Antenna,ANT-MIL-ROO-0452-B,Ericsson,Ericsson AIR 6488,SN455551454,4G/5G,,0,Active,2024-12-22,
4456,452,gNodeB,gNB-MIL-ROO-0452-C,Ericsson,Ericsson Radio 4422,SN422834128,5G NR,n78,42,Active,2024-12-22,v21.5.7
4457,452,eNodeB,eNB-MIL-ROO-0452-C,Ericsson,Ericsson Radio 4415,SN678658039,4G LTE,B3,40,Active,2024-12-22,v22.7.54
4458,452,RRU,RRU-MIL-ROO-0452-C,Ericsson,Ericsson Radio 2219,SN911286994,4G/5G,,148,Active,2024-12-22,v24.4.65
4459,452,Antenna,ANT-MIL-ROO-0452-C,Ericsson,Ericsson AIR 6488,SN775582258,4G/5G,,0,Active,2024-12-22,
4460,453,BBU,BBU-MIL-DAS-0453,Nokia,Nokia Cloud RAN,SN916678525,4G/5G,,327,Active,2021-07-08,v22.4.73
4461,453,gNodeB,gNB-MIL-DAS-0453-A,Nokia,Nokia AirScale,SN700530563,5G NR,n258,43,Active,2021-07-08,v23.3.41
4462,453,eNodeB,eNB-MIL-DAS-0453-A,Nokia,Nokia Flexi Zone,SN120342393,4G LTE,B3,53,Active,2021-07-08,v22.1.2
4463,453,RRU,RRU-MIL-DAS-0453-A,Nokia,Nokia AHFIB,SN920475331,4G/5G,,118,Active,2021-07-08,v21.8.73
4464,453,Antenna,ANT-MIL-DAS-0453-A,Nokia,Nokia MIMO Antenna 8T8R,SN745407079,4G/5G,,0,Active,2021-07-08,
4465,454,BBU,BBU-MIL-DAS-0454,Samsung,Samsung vRAN,SN190257839,4G/5G,,306,Active,2020-11-04,v18.4.82
4466,454,gNodeB,gNB-MIL-DAS-0454-A,Samsung,Samsung Compact Macro,SN860330588,5G NR,n77,71,Active,2020-11-04,v23.5.67
4467,454,eNodeB,eNB-MIL-DAS-0454-A,Samsung,Samsung eNodeB,SN152369237,4G LTE,B7,58,Active,2020-11-04,v17.6.41
4468,454,RRU,RRU-MIL-DAS-0454-A,Samsung,Samsung Mid-Band Radio,SN257497519,4G/5G,,106,Active,2020-11-04,v19.6.27
4469,454,Antenna,ANT-MIL-DAS-0454-A,Samsung,Samsung 8T8R Antenna,SN426465386,4G/5G,,0,Active,2020-11-04,
4470,454,gNodeB,gNB-MIL-DAS-0454-B,Samsung,Samsung Compact Macro,SN775241896,5G NR,n77,78,Active,2020-11-04,v22.6.65
4471,454,eNodeB,eNB-MIL-DAS-0454-B,Samsung,Samsung eNodeB,SN349783650,4G LTE,B3,33,Active,2020-11-04,v20.1.86
4472,454,RRU,RRU-MIL-DAS-0454-B,Samsung,Samsung 5G mmWave,SN310642659,4G/5G,,128,Active,2020-11-04,v20.7.86
4473,454,Antenna,ANT-MIL-DAS-0454-B,Samsung,Samsung 8T8R Antenna,SN195323866,4G/5G,,0,Active,2020-11-04,
4474,454,gNodeB,gNB-MIL-DAS-0454-C,Samsung,Samsung Compact Macro,SN581565908,5G NR,n78,54,Active,2020-11-04,v20.7.38
4475,454,eNodeB,eNB-MIL-DAS-0454-C,Samsung,Samsung eNodeB,SN594977891,4G LTE,B1,44,Active,2020-11-04,v19.2.86
4476,454,RRU,RRU-MIL-DAS-0454-C,Samsung,Samsung Mid-Band Radio,SN245926740,4G/5G,,149,Active,2020-11-04,v19.6.56
4477,454,Antenna,ANT-MIL-DAS-0454-C,Samsung,Samsung 8T8R Antenna,SN847990466,4G/5G,,0,Active,2020-11-04,
4478,455,BBU,BBU-MIL-MAC-0455,Ericsson,Ericsson Baseband 6630,SN647007301,5G,,483,Active,2023-12-02,v22.7.63
4479,455,gNodeB,gNB-MIL-MAC-0455-A,Ericsson,Ericsson AIR 3246,SN930413941,5G NR,n258,63,Active,2023-12-02,v24.4.87
4480,455,RRU,RRU-MIL-MAC-0455-A,Ericsson,Ericsson Radio 4478,SN798000086,5G,,130,Active,2023-12-02,v20.8.91
4481,455,Antenna,ANT-MIL-MAC-0455-A,Ericsson,Ericsson Antenna 8843,SN248538572,5G,,0,Active,2023-12-02,
4482,455,gNodeB,gNB-MIL-MAC-0455-B,Ericsson,Ericsson AIR 3246,SN579023200,5G NR,n77,69,Active,2023-12-02,v22.0.96
4483,455,RRU,RRU-MIL-MAC-0455-B,Ericsson,Ericsson Radio 2219,SN611313927,5G,,149,Active,2023-12-02,v21.6.71
4484,455,Antenna,ANT-MIL-MAC-0455-B,Ericsson,Ericsson Antenna 8843,SN402142953,5G,,0,Active,2023-12-02,
4485,455,gNodeB,gNB-MIL-MAC-0455-C,Ericsson,Ericsson AIR 6449,SN261380876,5G NR,n28,41,Active,2023-12-02,v23.6.59
4486,455,RRU,RRU-MIL-MAC-0455-C,Ericsson,Ericsson Radio 4478,SN186454570,5G,,139,Active,2023-12-02,v22.7.44
4487,455,Antenna,ANT-MIL-MAC-0455-C,Ericsson,Ericsson AIR 6488,SN420026154,5G,,0,Active,2023-12-02,
4488,456,BBU,BBU-MIL-MAC-0456,Ericsson,Ericsson Baseband 6630,SN181638046,4G/5G,,362,Active,2020-02-22,v24.7.98
4489,456,gNodeB,gNB-MIL-MAC-0456-A,Ericsson,Ericsson AIR 6419,SN163774865,5G NR,n77,79,Active,2020-02-22,v24.0.4
4490,456,eNodeB,eNB-MIL-MAC-0456-A,Ericsson,Ericsson Radio 4415,SN713080143,4G LTE,B20,57,Active,2020-02-22,v18.0.52
4491,456,RRU,RRU-MIL-MAC-0456-A,Ericsson,Ericsson Radio 4478,SN527808801,4G/5G,,145,Active,2020-02-22,v23.8.19
4492,456,Antenna,ANT-MIL-MAC-0456-A,Ericsson,Ericsson AIR 6488,SN899792917,4G/5G,,0,Active,2020-02-22,
4493,456,gNodeB,gNB-MIL-MAC-0456-B,Ericsson,Ericsson AIR 3246,SN468728607,5G NR,n28,55,Active,2020-02-22,v24.5.83
4494,456,eNodeB,eNB-MIL-MAC-0456-B,Ericsson,Ericsson Radio 4415,SN492406461,4G LTE,B7,37,Active,2020-02-22,v18.2.25
4495,456,RRU,RRU-MIL-MAC-0456-B,Ericsson,Ericsson Radio 2219,SN541971285,4G/5G,,155,Active,2020-02-22,v18.0.4
4496,456,Antenna,ANT-MIL-MAC-0456-B,Ericsson,Ericsson Antenna 8843,SN600809348,4G/5G,,0,Active,2020-02-22,
4497,456,gNodeB,gNB-MIL-MAC-0456-C,Ericsson,Ericsson AIR 6449,SN891200100,5G NR,n1,45,Active,2020-02-22,v20.0.94
4498,456,eNodeB,eNB-MIL-MAC-0456-C,Ericsson,Ericsson RBS 6601,SN728046958,4G LTE,B1,54,Active,2020-02-22,v21.5.53
4499,456,RRU,RRU-MIL-MAC-0456-C,Ericsson,Ericsson Radio 2219,SN184465272,4G/5G,,176,Active,2020-02-22,v23.9.64
4500,456,Antenna,ANT-MIL-MAC-0456-C,Ericsson,Ericsson Antenna 8843,SN995015427,4G/5G,,0,Active,2020-02-22,
4501,456,gNodeB,gNB-MIL-MAC-0456-D,Ericsson,Ericsson AIR 3246,SN193161747,5G NR,n78,75,Active,2020-02-22,v20.5.64
4502,456,eNodeB,eNB-MIL-MAC-0456-D,Ericsson,Ericsson RBS 6601,SN945631194,4G LTE,B7,59,Active,2020-02-22,v18.6.54
4503,456,RRU,RRU-MIL-MAC-0456-D,Ericsson,Ericsson Radio 2219,SN434963378,4G/5G,,193,Active,2020-02-22,v20.7.57
4504,456,Antenna,ANT-MIL-MAC-0456-D,Ericsson,Ericsson Antenna 8843,SN199868088,4G/5G,,0,Active,2020-02-22,
4505,456,gNodeB,gNB-MIL-MAC-0456-E,Ericsson,Ericsson Radio 4422,SN622762788,5G NR,n1,40,Active,2020-02-22,v22.7.93
4506,456,eNodeB,eNB-MIL-MAC-0456-E,Ericsson,Ericsson Radio 4415,SN529384292,4G LTE,B7,51,Active,2020-02-22,v21.6.70
4507,456,RRU,RRU-MIL-MAC-0456-E,Ericsson,Ericsson Radio 2219,SN860391524,4G/5G,,178,Active,2020-02-22,v18.5.91
4508,456,Antenna,ANT-MIL-MAC-0456-E,Ericsson,Ericsson AIR 6488,SN496060524,4G/5G,,0,Active,2020-02-22,
4509,456,gNodeB,gNB-MIL-MAC-0456-F,Ericsson,Ericsson Radio 4422,SN744673400,5G NR,n28,77,Active,2020-02-22,v22.0.67
4510,456,eNodeB,eNB-MIL-MAC-0456-F,Ericsson,Ericsson Radio 4415,SN396595818,4G LTE,B20,52,Active,2020-02-22,v17.3.88
4511,456,RRU,RRU-MIL-MAC-0456-F,Ericsson,Ericsson Radio 2219,SN103875020,4G/5G,,193,Active,2020-02-22,v19.9.90
4512,456,Antenna,ANT-MIL-MAC-0456-F,Ericsson,Ericsson AIR 6488,SN632983529,4G/5G,,0,Active,2020-02-22,
4513,457,BBU,BBU-MIL-SMA-0457,Nokia,Nokia Cloud RAN,SN406846035,4G/5G,,208,Active,2019-04-17,v20.4.61
4514,457,gNodeB,gNB-MIL-SMA-0457-A,Nokia,Nokia AWHQA,SN769093336,5G NR,n77,74,Active,2019-04-17,v23.2.19
4515,457,eNodeB,eNB-MIL-SMA-0457-A,Nokia,Nokia Flexi Multiradio 10,SN158835840,4G LTE,B1,41,Active,2019-04-17,v16.3.11
4516,457,RRU,RRU-MIL-SMA-0457-A,Nokia,Nokia AHHF,SN503830476,4G/5G,,104,Active,2019-04-17,v20.7.39
4517,457,Antenna,ANT-MIL-SMA-0457-A,Nokia,Nokia MIMO Antenna 8T8R,SN361602151,4G/5G,,0,Active,2019-04-17,
4518,457,gNodeB,gNB-MIL-SMA-0457-B,Nokia,Nokia AirScale,SN734346025,5G NR,n1,45,Active,2019-04-17,v22.7.93
4519,457,eNodeB,eNB-MIL-SMA-0457-B,Nokia,Nokia Flexi Zone,SN380407843,4G LTE,B3,44,Active,2019-04-17,v18.4.16
4520,457,RRU,RRU-MIL-SMA-0457-B,Nokia,Nokia AHFIB,SN301839414,4G/5G,,141,Active,2019-04-17,v22.4.36
4521,457,Antenna,ANT-MIL-SMA-0457-B,Nokia,Nokia AirScale Antenna,SN117917540,4G/5G,,0,Active,2019-04-17,
4522,457,gNodeB,gNB-MIL-SMA-0457-C,Nokia,Nokia AWHQA,SN875249151,5G NR,n77,54,Active,2019-04-17,v24.7.82
4523,457,eNodeB,eNB-MIL-SMA-0457-C,Nokia,Nokia Flexi Multiradio 10,SN188139946,4G LTE,B1,47,Active,2019-04-17,v21.6.52
4524,457,RRU,RRU-MIL-SMA-0457-C,Nokia,Nokia AHHF,SN633542934,4G/5G,,161,Active,2019-04-17,v20.1.26
4525,457,Antenna,ANT-MIL-SMA-0457-C,Nokia,Nokia AirScale Antenna,SN318566338,4G/5G,,0,Active,2019-04-17,
4526,458,BBU,BBU-DER-ROO-0458,Nokia,Nokia Cloud RAN,SN181985409,5G,,458,Active,2021-09-22,v23.3.1
4527,458,gNodeB,gNB-DER-ROO-0458-A,Nokia,Nokia AirScale,SN652028637,5G NR,n28,63,Active,2021-09-22,v21.4.53
4528,458,RRU,RRU-DER-ROO-0458-A,Nokia,Nokia AHHF,SN673927597,5G,,110,Active,2021-09-22,v20.3.79
4529,458,Antenna,ANT-DER-ROO-0458-A,Nokia,Nokia MIMO Antenna 8T8R,SN784720281,5G,,0,Active,2021-09-22,
4530,458,gNodeB,gNB-DER-ROO-0458-B,Nokia,Nokia AirScale,SN625016111,5G NR,n78,75,Active,2021-09-22,v24.5.43
4531,458,RRU,RRU-DER-ROO-0458-B,Nokia,Nokia AHFIB,SN968491687,5G,,173,Active,2021-09-22,v22.4.90
4532,458,Antenna,ANT-DER-ROO-0458-B,Nokia,Nokia AirScale Antenna,SN283404909,5G,,0,Active,2021-09-22,
